Date,LIN ,SAP ,SIE ,ALV ,AIR ,DTE ,MBG ,BAYN ,BAS ,MUV2 ,IFX ,DPW ,DB1 ,RWE ,VOW3 ,BMW ,MRK ,DBK ,ADS ,EOAN ,VNA ,SY1 ,SHL ,DTG ,FRE ,HNR1 ,P911 ,MTX ,HEN3 ,BEI ,QIA ,BNR ,SRT3 ,ZAL ,ENR ,PAH3 ,HEI ,1COV ,CON ,FME 
02/01/2020,190.05,122,107.385,221.5,133.54,14.61,41.952,73.52,68.29,265.9,20.685,34.285,141.15,26.96,180.5,74.22,106,7.347,291.55,9.594,45.391,93.56,42.53,27.70292419,50.01,174.5,97.93029412,258.1,91.16,105.65,30.45,48.76,193.6,45.78,21.7135956,67.68,65.46,42.18,103.988,65.84
03/01/2020,185.3,120.46,105.321,219.05,134.08,14.614,41.192,72.58,67.27,262.6,20.39,33.8,139.4,26.84,176.64,73.32,107.25,7.25,291.95,9.505,45.56,93.66,42.52,27.70292419,49.78,173.9,97.93029412,257.8,91.22,105.65,30.58,48.03,192,45.27,21.7135956,67.02,63.72,41.9,101.826,65.5
06/01/2020,183.6,119.56,104.833,217.7,133.48,14.578,40.969,71.74,66.27,262.7,20.045,33.625,138.35,26.45,176.62,73.05,108.4,7.185,289.65,9.468,45.419,92.7,42.45,27.70292419,49.365,173.1,97.93029412,258,91.48,106,29.84,47.7,189.4,44.91,21.7135956,66.7,63.58,39.89,100.665,65.02
07/01/2020,185.3,120.1,105.502,218.2,132.1,14.606,41.297,72.13,66.3,264.5,21.04,33.92,139.15,27.05,176.06,74.22,109.5,7.434,294.75,9.4,45.663,92.06,42.635,27.70292419,49.475,174.1,97.93029412,262.3,91.58,105.75,29.8,48.28,191.5,45.53,21.7135956,67.52,65.16,40.13,102.844,65.1
08/01/2020,185.85,120.82,105.937,218.3,134.5,14.548,41.528,74,65.73,265,21.31,34.28,142.25,27.17,176.82,74.41,111.3,7.685,302.85,9.431,45.907,92,42.82,27.70292419,49.62,173.5,97.93029412,263,91.74,106.2,30.1,48.87,193.8,46.19,21.7135956,67.66,65.76,40.83,104.828,65.22
09/01/2020,188.45,123.16,107.168,220.7,135.02,14.85,41.704,74.72,66.31,268.7,21.63,34.625,144.1,27.5,181.72,74.36,112.55,7.716,310,9.459,46.029,91.9,43.235,27.70292419,50.32,174.5,97.93029412,270.3,93.04,107.15,30.74,49.47,198,46.65,21.7135956,68.92,65.4,41.17,107.311,66.4
10/01/2020,189,123.76,104.995,220.25,134.38,14.762,41.494,75.36,65.83,267.8,21.42,34.05,144.15,29.26,185.52,74.57,113.7,7.695,309.05,9.67,45.879,90.04,43.62,27.70292419,50.07,173.3,97.93029412,268.8,93.62,107.7,31.5,49.61,201,45.5,21.7135956,69.86,64.06,40.64,106.311,66.26
13/01/2020,189.7,123.76,104.778,219.65,135.2,14.652,41.045,74.73,65.79,267.6,21.655,33.725,143.25,29.32,185.28,73.63,113.4,7.58,309.15,9.711,46.132,89.6,43.075,27.70292419,49.57,172.5,97.93029412,270,93.02,107.3,31.46,48.82,203.6,44.94,21.7135956,69.52,64.08,40.71,103.541,66.3
14/01/2020,190.5,123.6,105.357,218.85,135.22,14.64,40.676,74.54,64.76,267.5,21.34,34.13,143.35,29.18,185.22,73.3,115.1,7.753,313.25,9.756,46.197,90.02,42.085,27.70292419,48.135,173.5,97.93029412,271.4,93.12,107,31.45,48.78,207.6,45.64,21.7135956,69.3,63.32,40.5,105.078,67.24
15/01/2020,189.8,123,104.76,217.2,134.28,14.68,39.656,75.32,64.35,267.4,21.17,34.26,144.5,29.42,182.62,72.19,116.05,7.57,316.05,9.932,46.357,89.6,42.72,27.70292419,48.415,173.7,97.93029412,277.2,93.18,107,30.96,48.27,213.2,46.44,21.7135956,68.26,62.9,40.12,104.738,67.28
16/01/2020,190.2,122.44,105.05,217.35,133.46,14.696,39.349,74.76,64.39,267.4,21.175,34.395,145,30.04,179.92,71.17,114.8,7.629,313.9,10.002,46.816,90.18,42.65,27.70292419,48.04,175,97.93029412,281,93.16,106,30.74,48.42,213.2,46.59,21.7135956,67.84,63.16,40.59,103.237,67.5
17/01/2020,192.15,125.96,105.991,219.65,136.76,14.68,39.194,75.25,64.52,268.6,21.13,34.05,146.45,30.96,181.36,71.06,115.5,7.588,311.65,10.194,47.004,90.8,43.07,27.70292419,48.45,177.7,97.93029412,285.8,93.44,105.9,30.99,48.81,216.2,47.11,21.7135956,67.74,64.04,40.9,102.487,67.86
20/01/2020,191.1,125.66,105.738,221.7,137.94,14.76,39.089,75.5,64.91,271.6,21.14,34.265,146.6,31.29,182.02,71.64,116.3,7.424,310.25,10.268,47.172,91.9,43.495,27.70292419,48.47,178.4,97.93029412,282.9,94.42,106.7,32.51,49.06,215.8,46.26,21.7135956,67.96,64.52,40.83,101.165,68.86
21/01/2020,190.75,126.2,106.082,220.55,136.46,14.832,38.95,75.75,64.7,270.4,21.055,33.915,148.6,31.15,181.3,71.41,117.4,7.5,311.5,10.262,47.435,92.38,43.51,27.70292419,49.345,178.5,97.93029412,285.3,94.92,105.8,32.59,49.02,216.6,46.93,21.7135956,67.92,64.68,41.19,99.36,69.72
22/01/2020,190,126.6,105.014,219.1,138,14.868,38.124,74.68,64.16,271.2,21.35,33.87,150.55,31.18,179.14,70.95,117,7.572,315.05,10.296,47.416,91.1,44.295,27.70292419,48.88,179.2,97.93029412,285,94.34,105.5,31.53,49.09,217.4,46.95,21.7135956,67.06,64.64,40.5,98.646,70
23/01/2020,188.1,123.84,104.633,218.55,135.72,14.668,37.297,74.1,63.09,269.5,21.525,33,148.05,31.05,176.58,69.69,117.45,7.684,310.6,10.326,47.51,90.94,44,27.70292419,48.195,178.1,97.93029412,283.8,93.9,104.75,31.25,47.59,216.8,45.51,21.7135956,66.54,64.66,39.85,95.251,69.98
24/01/2020,192.35,126.9,106.733,220.95,139.04,14.8,36.885,75.25,63.69,272.7,22.005,33.205,150.1,31.92,177.52,69.41,120,7.829,313,10.458,48.016,92.96,45.095,27.70292419,48.825,179.4,97.93029412,286.7,95.64,106.5,31.46,48.73,218.8,46.02,21.7135956,66.58,65.1,39.76,92.106,72.02
27/01/2020,185.25,122.46,103.927,215.25,132.92,14.564,35.74,73.56,62.13,266.7,21.24,32.285,147.6,31.6,171.64,67.7,117.6,7.747,300,10.322,47.435,91.68,43.4,27.70292419,47.65,176,97.93029412,277.9,93.6,103.95,31.08,47.79,215.8,44.38,21.7135956,64.22,63.36,38.72,89.623,70.82
28/01/2020,188.45,119.84,104.416,219.55,134.26,14.91,36.336,75.65,62.84,271.3,20.93,32.305,148.95,31.7,172.46,66.82,118.75,7.87,301.95,10.402,47.829,92.74,43.39,27.70292419,48.72,178.6,97.93029412,277.9,93.32,104.35,31.3,47.84,215.2,44.33,21.7135956,64.24,63.54,39.33,93.178,72.08
29/01/2020,190.3,120,105.285,220.85,136.6,14.858,36.445,74.9,63.06,272,20.855,32.71,150,31.86,169.92,66.55,119.05,7.974,296.3,10.396,48.541,93.4,44.33,27.70292419,48.475,179.3,97.93029412,281.9,93.72,103.75,31.2,47.86,213.4,44.1,21.7135956,63.62,63.72,39.47,92.249,71.92
30/01/2020,187.3,118.18,102.95,218.45,134.4,14.678,35.92,73.46,62,268.8,20.36,31.99,148.6,31.79,164,65.56,118.2,8.311,292.9,10.322,48.391,93,43.775,27.70292419,47,177.1,97.93029412,278.4,93.44,103.5,30.73,47.21,208.8,43.66,21.7135956,61.92,62.6,39.04,92.053,70.88
31/01/2020,184.05,117.82,101.049,215.85,133.16,14.606,35.093,73.05,61.07,266.3,19.576,31.575,147.05,31.34,162.38,64.34,115.9,8.284,285.8,10.24,48.316,92.94,42.48,27.70292419,46.125,175.5,97.93029412,274.4,91.94,102.4,30.16,46.88,210.6,43.43,21.7135956,61.14,61.28,38.15,91.963,69.7
03/02/2020,186.15,120,100.669,217.1,133.56,14.638,34.938,73.32,60.7,270.3,19.512,31.47,149.45,31.61,162.8,64.38,117.35,8.131,285,10.41,48.635,93.72,40.48,27.70292419,46.33,177.8,97.93029412,276,93.12,103.5,30.65,47.24,218,44,21.7135956,61.66,62.3,37.72,91.391,69.9
04/02/2020,192.6,122.98,102.262,219.85,137.88,14.674,35.551,75.4,61.99,272,20.13,32.075,151.3,31.59,167.08,64.95,117.8,8.165,291.4,10.49,48.541,95.14,40.805,27.70292419,46.745,178.5,97.93029412,276.9,94.64,103.55,30.45,48.18,220.4,44.7,21.7135956,63.18,63.42,38.48,91.802,71.14
05/02/2020,194.55,124.6,102.932,224.55,136.92,14.73,36.982,77.28,62.89,274.7,22.26,32.66,150.2,31.55,170.64,66.22,121.05,8.264,290.45,10.572,48.429,96.72,41.395,27.70292419,47.39,182.5,97.93029412,269.1,95.54,104.15,31.95,49.72,224.6,44.82,21.7135956,64.3,64.6,38.71,95.626,72.68
06/02/2020,197.15,124.42,98.37,227.3,137.04,14.848,36.999,78.29,62.94,276.2,22.2,32.88,152,32.25,170.4,66.33,121,9.33,289.6,10.78,48.916,97.1,40.92,27.70292419,48.185,184.4,97.93029412,272.8,96.02,105.15,32.23,49.84,226.4,45.13,21.7135956,64.46,64.4,38.62,95.072,73.12
07/02/2020,196.75,124.08,98.026,227.7,136.68,14.902,36,77.63,62.44,277.8,21.965,32.69,152.35,32.53,166.42,64.69,120.2,9.53,289.1,10.678,49.141,97.2,40.77,27.70292419,47.845,185.7,97.93029412,274.8,94.22,104.1,32.18,49.46,224.2,44.8,21.7135956,63.48,63.94,38.15,94.482,72.46
10/02/2020,197.05,123.66,98.026,228,136.74,14.864,36.134,77.12,62.69,277.5,21.715,32.525,153,32.55,164.38,63.81,120.1,9.404,286.05,10.738,49.553,97.18,40.87,27.70292419,48.6,186.6,97.93029412,276.1,94.06,104.4,32.82,49.46,228.6,45.56,21.7135956,62.54,63.98,37.95,92.946,72.8
11/02/2020,199.1,125.36,99.058,229,137.92,15.422,35.79,77.2,63.17,277.4,22.155,32.965,153.65,33,167.44,64.41,120.85,9.67,286.8,10.936,49.441,99,41.365,27.70292419,49.155,188.6,97.93029412,278.6,94.2,104.8,33.3,49.9,237.2,47.06,21.7135956,63.4,64.58,38.82,93.035,73.82
12/02/2020,199.05,126.82,99.184,230.55,136.68,15.612,36.932,77.66,63.86,278.6,22.805,33.23,153.25,32.45,173.14,67.07,121.85,9.988,290.7,10.854,49.028,98,41.32,27.70292419,49.09,188.5,97.93029412,276,94.16,105.05,33.28,50.38,230,47.71,21.7135956,65.64,65.22,39.27,99.199,73.58
13/02/2020,205.4,126.8,96.994,230.25,132.8,15.56,36.302,77.3,62.68,281.2,22.855,33.42,153.6,33,172.54,66.59,122.75,10.188,287.7,10.99,49.16,98.18,40.055,27.70292419,48.74,191.2,97.93029412,275.9,93.28,105.7,33.7,49.4,231,47.88,21.7135956,65.92,63.8,38.94,99.325,73.68
14/02/2020,205.1,127.14,96.541,231.25,129.94,15.63,36.151,77.37,62.51,282.3,22.57,33.255,153.9,33.35,170.46,65.86,122.35,10.186,288.4,11.104,49.853,98.86,40.055,27.70292419,48.6,192,97.93029412,281.4,93.3,105.8,34.28,49.75,231.2,47.47,21.7135956,65,63.56,39.1,98.985,74.48
17/02/2020,208.6,127.4,97.646,232,130.92,15.678,36.663,75.92,61.87,282.6,22.22,33.055,154.95,33.56,172.52,66.51,122.7,10.204,291.45,11.382,49.741,98.82,40.41,27.70292419,48.6,191.5,97.93029412,277.8,92.54,105.65,34.42,49.79,233.8,48.41,21.7135956,65.44,63.44,39.48,100.379,74.58
18/02/2020,206.7,127.32,96.704,231.9,130.24,15.89,35.651,75.21,61,281.3,21.735,32.24,155,34.11,169.36,65.2,123.5,9.98,285.45,11.432,50.322,98.64,40.245,27.70292419,48.53,190.2,97.93029412,275.5,92.2,106,34.24,48.78,235.6,47.63,21.7135956,64.4,61.52,39.45,98.753,73.94
19/02/2020,205.6,129.44,96.741,231.65,131.7,16.55,35.903,75.48,61.1,281.3,22.185,32.565,157.2,34.41,170.12,65.45,125.6,9.911,292.7,11.478,50.678,99,40.615,27.70292419,48.64,192.4,97.93029412,271.9,93.86,107.35,34.25,49,240,48.9,21.7135956,64.98,61.4,40.61,99.718,74.8
20/02/2020,202.2,127.8,96.161,228,131.9,16.626,36.722,74.66,61.4,274.5,21.725,32.285,154.4,34.05,169.44,65.31,122.75,9.866,285,11.24,50.022,98.36,40.325,27.70292419,49.74,189.9,97.93029412,264.1,93.04,107.05,34.2,49.33,239.4,47.51,21.7135956,64.16,61.44,41.18,100.682,77.58
21/02/2020,202.6,126.16,95.347,230.7,130.8,16.5,35.756,74.09,60.74,274.2,21.1,31.83,155.25,34.44,166.02,64.51,124.05,9.524,282.45,11.366,50.303,98.36,40.475,27.70292419,49.66,188.2,97.93029412,259,92.54,107.25,34.4,49.07,237.6,47.32,21.7135956,63.42,61.18,39.96,99.95,75.68
24/02/2020,193.85,121.24,91.328,222.75,124.44,16.16,33.347,70.5,58.73,263.2,20.14,30.365,152.85,33.62,157,61.44,118,8.94,265.05,11.17,49.872,95.06,39.78,27.70292419,47.645,181.3,97.93029412,247.9,90.02,102.75,34,46.33,231.2,45.14,21.7135956,59.82,59.34,38.67,96.019,73.54
25/02/2020,188.8,119.28,89.844,215,123.52,15.782,33.158,69.79,57.59,255.4,20.34,29.84,149.55,32.46,155.3,61.03,116.15,8.771,264.65,10.948,48.991,93.36,38.845,27.70292419,46.845,178.1,97.93029412,237.7,89.12,100.75,32.98,44.93,222.8,44.14,21.7135956,58.98,57.86,38.41,92.535,72.42
26/02/2020,189.6,118.76,89.156,214.65,120.04,15.736,33.733,69.9,57.42,254.8,20.54,29.695,150.45,32.57,155.66,61.78,115.9,8.86,262.5,10.99,48.691,93.34,39.35,27.70292419,45.83,175.6,97.93029412,234.6,88.18,99.38,32.66,43.81,223.2,44.87,21.7135956,59.18,57.5,37.95,94,72.06
27/02/2020,183,115.54,87.526,204.45,114.9,15.324,32.604,66.91,55.84,244.6,19.512,28.605,146.3,32.55,148.82,59.84,112.9,8.294,257.15,10.852,47.697,90.38,38.13,27.70292419,44,168.4,97.93029412,229.5,86.48,96.82,33.36,42.2,213.8,40.93,21.7135956,57,56.06,36.16,91.57,70.7
28/02/2020,171.75,111.56,84.358,194.8,108.02,14.756,31.513,65.21,53.08,230.7,18.794,27.12,142.05,31.16,148.58,58.93,109.05,7.879,250.55,10.43,45.541,88.14,36.655,27.70292419,42.415,161,97.93029412,220.7,83.68,94.9,33.2,40.41,207,39.53,21.7135956,56.28,53.84,34.49,90.784,69.32
02/03/2020,172.6,111,82.946,193.86,107.5,14.736,31.169,65.12,53.06,234.2,18.616,26.6,144.5,32.32,149.64,58,111.2,7.567,246.6,10.554,46.31,89.02,37,27.70292419,42.57,161.4,97.93029412,209.4,84.1,96.88,31.8,40,207.6,39.54,21.7135956,56.22,53,33.98,87.398,70.56
03/03/2020,176.95,112.94,83.263,196.58,112,14.766,30.783,64.2,53.53,237.3,18.936,26.25,147.85,33.04,153.1,57.76,113.15,7.341,251,10.812,47.266,91.44,38.045,27.70292419,42.42,164.6,97.93029412,217.9,84.36,97.82,37.12,41,215.6,39.21,21.7135956,56.76,53.42,34.17,87.943,70.46
04/03/2020,179.65,111.5,83.236,198.6,110.88,15.036,31.589,66.99,54.18,243.3,18.908,26.52,151.5,33.9,154.64,58.57,114.55,7.266,252.4,11.212,49.46,92.78,38.385,27.70292419,42.63,166.8,97.93029412,216.8,86.56,99.42,37.39,43.25,219.8,39.53,21.7135956,57.7,52.86,35.06,85.996,70.74
05/03/2020,177.75,110.24,81.534,195,107.54,14.974,30.384,66.33,53.32,243.8,17.83,25.925,153.45,33.37,150.5,58.07,114.9,7.043,249.1,11.076,49.628,92.14,38.21,27.70292419,41.87,163.7,97.93029412,215,82.04,100.8,37.22,42.8,218.4,38.6,21.7135956,56.3,51.76,34.11,75.364,70.18
06/03/2020,167.2,107.52,78.891,188.9,99.63,14.632,29.263,63.78,52.67,235.3,16.858,24.785,146.95,31.24,147.2,57.22,110,6.776,241.05,10.62,48.185,88.9,37.28,27.70292419,40.81,157.3,97.93029412,203.6,80.2,98.78,36.85,42.08,212.8,37.7,21.7135956,54.72,50.48,32.82,76.428,69.1
09/03/2020,154.1,98.94,72.854,171.7,90.05,13.662,25.33,58.42,47.105,217.3,15.812,22.62,141.4,28.56,131.72,51.02,102.9,5.854,227.3,10.04,45.804,84.56,34.7,27.70292419,38.295,145.4,97.93029412,185.55,75.38,95.98,36.19,38.38,203,36.87,21.7135956,49.59,46.85,29.04,70.665,66.38
10/03/2020,148.3,100.66,72.393,173.3,89.62,13.082,25.75,56.44,46.21,211.8,15.992,23.995,135.2,27.5,131.56,50.33,100.3,5.882,221,9.573,43.948,87.64,34.255,27.70292419,36.61,143.5,97.93029412,187.7,74.3,93.12,36.24,38.3,200.4,36.86,21.7135956,49.3,45.19,29.2,70.826,65.12
11/03/2020,154.15,100.64,72.148,173.02,85.76,12.932,25.96,56.07,46.38,207.7,16.008,23.71,133.9,27.75,132.4,50.65,98.68,5.972,200.8,9.677,43.873,89.38,33.61,27.70292419,36.02,140.5,97.93029412,182.05,74.52,90.86,36.4,37.42,199,35.05,21.7135956,48.84,45.36,29.74,69.933,63.68
12/03/2020,144.35,90.9,62.988,146.5,71,11.554,21.066,48.205,40.91,170.85,13.712,20.86,118.05,22.95,112.26,44.08,89.58,4.871,173.88,8.62,40.301,81.24,31.025,27.70292419,31.895,115.5,97.93029412,160,68.5,84.52,35.46,33.99,177.9,31.85,21.7135956,40.47,38.9,25.72,57.729,58.8
13/03/2020,147.35,92.67,62.988,146.92,74.3,11.52,21.532,48.05,41.25,171.3,14.084,21.7,117.6,23.19,110.88,45.42,91.3,5.105,171.94,8.595,39.588,80.06,31.195,27.70292419,31.345,113.6,97.93029412,154.1,68.26,84.8,35.65,33.9,181.9,32.09,21.7135956,39.67,38.67,26.76,57.846,58.42
16/03/2020,139.2,89.76,59.666,132.42,68.9,10.942,19.24,48.125,39.035,160.15,12.604,20.56,111.7,22.14,97.39,40.09,87.48,4.906,175.7,8.472,36.26,74,31,27.70292419,29.61,107.5,97.93029412,135.35,65.66,82.82,35.5,31.34,174.2,31.57,21.7135956,36.26,34.15,24.9,54.013,57.84
17/03/2020,147.4,92.36,61.232,129.92,62.98,11.442,20.441,50.57,41.06,156.1,12.66,20.975,109.25,23.13,99.08,40.355,87.58,5.147,173,8.735,37.854,75.18,31.845,27.70292419,27.865,111,97.93029412,128,64.94,85.84,34.19,30.9,182.9,32.65,21.7135956,35.64,35.05,25.67,54.451,60.66
18/03/2020,142.5,89.07,55.104,119,49.4,10.832,18.535,48.1,39.29,145.75,10.678,19.106,99.08,22.28,87.2,39.135,81.26,5.144,166.92,8.79,36.185,72.76,31.565,27.70292419,26.92,110.5,97.93029412,108.05,66.04,91.04,35.4,29.9,184.6,30.22,21.7135956,30.32,32.11,25.3,50.591,59.2
19/03/2020,142.75,87.63,55.114,122.1,54.03,11.538,18.334,49.815,40.205,162.45,11.22,20.835,101.35,21.99,87.84,37.66,83.46,5.471,177.08,8.571,38.642,80.28,34.625,27.70292419,25.655,112.8,97.93029412,124.8,68.34,89.68,35.64,30.23,197.5,30.36,21.7135956,30.27,30.22,25.76,48.358,58.6
20/03/2020,145.9,91.26,60.635,134.74,63.56,12.086,19.035,50.1,40.795,156.75,11.474,20.71,101.05,21.87,94.13,41.37,85.36,5.525,191.5,8.268,39.438,83.94,34.075,27.70292419,28.43,115.6,97.93029412,131.5,69.42,89.68,35.76,32.22,203,31.1,21.7135956,33.7,33.36,26.33,51.244,56.46
23/03/2020,139.65,92.14,61.468,131.74,55.14,11.462,19.312,47.5,39.635,154.4,11.468,21.155,103.4,21,92.25,39.8,84.88,5.511,180.62,7.9,38.238,82.94,34.56,27.70292419,29.195,111.3,97.93029412,111.5,66.72,88.12,35.43,29.68,202,29.5,21.7135956,32.46,33.2,26.26,51.771,56.24
24/03/2020,154.45,99.32,68.573,152.56,55.8,12.034,24.579,51.65,43.715,185.55,13.07,23.545,116.95,22.58,109.82,45.56,89.48,6.191,195.32,8.32,41.604,83.04,36.225,27.70292419,32.98,130.3,97.93029412,118.45,71.44,94.78,36.5,32.26,208.6,33.17,21.7135956,37.85,36.91,28.14,58.792,56.38
25/03/2020,156.15,99,69.197,156.96,60.08,11.99,24.986,51.69,42.84,186.4,13.99,23.74,120.2,23.51,114.88,46.75,93.08,6.433,211,8.861,41.473,80.06,34.62,27.70292419,33.6,136.7,97.93029412,134.8,71.68,95.66,36.86,32.74,208.6,35.67,21.7135956,39.6,36.18,29.13,59.873,56
26/03/2020,156.1,103.96,69.451,157.96,72.5,11.972,24.835,51.74,43.075,186.8,14.374,24.21,125.4,23.96,113.7,47.3,93.5,6.338,214.6,9.253,41.145,81.22,36.09,27.70292419,34.465,135,97.93029412,151.05,71.9,95.54,36.79,33.29,215.8,36.24,21.7135956,40.79,39.02,29.6,61.437,57.54
27/03/2020,150.75,99.87,66.029,153.82,68.21,11.702,22.833,50.67,41.085,182.5,13.392,22.595,117.65,23.12,105.42,45.515,90.68,5.897,208.95,9.166,40.085,79.36,33.505,27.70292419,34.875,130,97.93029412,147.15,71.64,91.56,36.44,31.42,212,33.82,21.7135956,37.92,38.53,27.2,57.801,57.76
30/03/2020,157.85,102.18,68.12,152.84,61,11.986,22.837,52.68,42.455,181.4,13.536,24.56,125.5,23.09,105.02,45.73,89.5,5.824,206.8,9.547,42.194,82.16,35.635,27.70292419,33.885,128.9,97.93029412,134.85,71.28,93.62,36.59,32.49,220,33.02,21.7135956,37.56,36.93,27.37,57.202,58.58
31/03/2020,160.55,102.8,70.121,156.88,59.55,11.814,23.102,52.85,43.145,184.1,13.43,24.775,125,23.96,106.84,47.115,93.62,5.969,205.9,9.441,42.054,85,36.045,27.70292419,33.93,131,97.93029412,133.35,73.2,92.56,36.61,33.83,222.2,34.99,21.7135956,38.68,39.09,27.87,58.614,60.2
01/04/2020,152.4,98.1,66.998,153.64,52.3,11.52,21.427,52.34,40.99,175.15,12.874,23.83,121.4,22.6,99,44.385,89.86,5.598,199.85,9.08,41.182,85.2,35.985,27.70292419,33.8,125.2,97.93029412,119.85,70.88,88.64,36.9,32.79,218,34.16,21.7135956,36.76,38.53,26.88,54.049,60.02
02/04/2020,151.85,97.23,69.152,151.46,50.6,11.65,21.133,52.85,41.58,176.8,13.14,24.18,119.9,23,98.83,44.865,90.08,5.504,197.75,8.94,41.67,86.44,35.66,27.70292419,34.1,126.9,97.93029412,112.9,73.16,89.62,36.92,34.02,222.8,34.31,21.7135956,36.64,38.71,27.02,53.763,59.42
03/04/2020,152.1,97.35,69.089,149.32,49.59,11.64,20.583,53.03,40.755,171,13.35,24.33,125.1,22.97,98.91,44.75,91.6,5.426,188.55,8.714,41.848,86.22,34.25,27.70292419,35.34,125.5,97.93029412,106.5,72.02,89.72,37,34.05,218,34.07,21.7135956,35.44,37.47,26.86,53.638,60.12
06/04/2020,160.25,101.4,74.221,158.36,53.51,12.185,22.955,55.79,44.225,181.8,14.144,25.89,132.95,23.37,112.96,48.56,93.26,5.887,200.1,8.748,41.913,86.96,35.965,27.70292419,37.12,131.5,97.93029412,118.45,73.86,90.04,36.92,36.23,223.8,37.66,21.7135956,40.3,40.01,27.9,59.48,61.62
07/04/2020,168.45,103.68,76.466,162.64,57.1,12.385,23.622,57.29,46.065,188,14.884,25.9,131.4,24.13,116.38,49.715,96.84,6.205,207.9,8.758,41.941,89.56,35.87,27.70292419,37.41,135.8,97.93029412,124.9,76.78,90.92,36.98,37.58,214,38.23,21.7135956,41.6,41.92,29.1,62.268,62.92
08/04/2020,166.45,105,74.112,160.98,59.8,12.365,23.61,56.37,45.665,186.8,15.8,25.37,131.95,24.6,118.14,49.16,95.56,6.029,216,8.72,42.354,89.2,36.04,27.70292419,37.83,132.2,97.93029412,123.55,77.4,89.9,36.5,36.97,220.8,38.48,21.7135956,42.53,41.21,29.11,62.625,62.22
09/04/2020,168.75,110,73.624,164.88,60.94,12.365,25.049,57.47,46.895,192.35,16.232,25.67,132.65,25.66,122.54,50.82,95.8,6.119,224.3,8.918,42.644,88.14,36.48,27.70292419,38.01,138.1,97.93029412,132.4,78.02,91.4,36.37,37.64,224.4,39.91,21.7135956,44.25,43.9,29.92,65.252,63.24
10/04/2020,168.75,110,73.624,164.88,60.94,12.365,25.049,57.47,46.895,192.35,16.232,25.67,132.65,25.66,122.54,50.82,95.8,6.119,224.3,8.918,42.644,88.14,36.48,27.70292419,38.01,138.1,97.93029412,132.4,78.02,91.4,36.37,37.64,224.4,39.91,21.7135956,44.25,43.9,29.92,65.252,63.24
13/04/2020,168.75,110,73.624,164.88,60.94,12.365,25.049,57.47,46.895,192.35,16.232,25.67,132.65,25.66,122.54,50.82,95.8,6.119,224.3,8.918,42.644,88.14,36.48,27.70292419,38.01,138.1,97.93029412,132.4,78.02,91.4,36.37,37.64,224.4,39.91,21.7135956,44.25,43.9,29.92,65.252,63.24
14/04/2020,171.65,112,74.936,167.7,60,12.515,24.68,58.89,46.55,193,16.84,26.22,135.65,25.5,123.14,51.36,98.2,6.209,224.9,8.798,42.335,91.82,37.46,27.70292419,38.66,135,97.93029412,124.3,79.46,94.26,36.8,36.97,236.6,41.62,21.7135956,44.47,42.31,30.37,66.306,64.06
15/04/2020,166.45,108.3,71.107,161.36,54.9,12.195,23.186,56.66,43.98,191.4,15.302,25.34,133.85,24.84,116.2,48.59,96.36,5.632,214.3,8.646,42.644,90.2,37.05,27.70292419,36.39,132.9,97.93029412,115.75,75.84,92.98,36.62,36,237,40.3,21.7135956,42.16,39.35,29.1,61.696,62.42
16/04/2020,165.35,110.1,70.41,158.8,53.3,12.21,23.244,57.07,43.585,188.6,15.532,25.45,138.85,24.98,117.14,49.335,98.8,5.723,211.7,8.818,42.316,92.9,37.365,27.70292419,36.81,131,97.93029412,112,77.26,93.34,36.9,35.45,225,42.8,21.7135956,41.91,38.08,29.37,61.982,64.44
17/04/2020,172.95,113.06,72.872,163.9,56.85,12.51,24.378,58.57,45.575,195.45,16.55,26.19,139.6,25.21,124.6,51.91,100.55,5.971,218.7,8.83,42.579,93.44,37.115,27.70292419,36.76,134.2,97.93029412,117.5,78.2,94.56,37.23,38.2,230,43.7,21.7135956,43.68,40.45,31.07,65.323,64.84
20/04/2020,173.9,113.74,73.261,165.8,55.7,12.67,24.071,58.6,45.51,200.3,16.51,26.52,137.9,24.94,124.74,51.37,103.1,5.908,221.6,8.562,42.485,95.68,38.195,27.70292419,37.57,136,97.93029412,119.15,78.8,95.68,37.5,39.4,245,42.4,21.7135956,43.66,41,30.8,63.876,67.38
21/04/2020,165.5,106.28,70.184,161.3,51.93,12.21,23.026,58.04,43,197.85,15.17,25.8,133.15,23.54,116.5,48.56,100.8,5.557,211.2,8.334,41.67,94.64,37.785,27.70292419,36.42,133.7,97.93029412,110.15,76.26,95.88,37.9,38.28,257.4,42,21.7135956,40.95,38.46,29.32,60.91,66.48
22/04/2020,168.1,108.24,71.515,161.06,53.59,12.565,23.379,59.6,44.07,196.1,16.03,26.29,136.4,24.39,118.78,49.015,102.3,5.649,206.8,8.522,41.998,96.66,38.275,27.70292419,37.55,132.6,97.93029412,110.9,77.5,95.94,38.3,38.57,251.8,42,21.7135956,41.72,39.58,30.07,61.571,67.86
23/04/2020,170.15,108.12,72.565,159.3,54.18,12.58,24.122,59.89,44.95,199.1,15.77,26.25,137.6,24.76,120.74,50.27,103.95,5.846,208.4,8.618,40.938,95.78,40.265,27.70292419,38.24,134.7,97.93029412,112.05,78.74,95.38,38.53,39.5,260.2,41.89,21.7135956,43.01,40.04,30.32,63.804,69.52
