Date,LIN ,SAP ,SIE ,ALV ,AIR ,DTE ,MBG ,BAYN ,BAS ,MUV2 ,IFX ,DPW ,DB1 ,RWE ,VOW3 ,BMW ,MRK ,DBK ,ADS ,EOAN ,VNA ,SY1 ,SHL ,DTG ,FRE ,HNR1 ,P911 ,MTX ,HEN3 ,BEI ,QIA ,BNR ,SRT3 ,ZAL ,ENR ,PAH3 ,HEI ,1COV ,CON ,FME 
26/08/2020,213.4,142.26,108.706,185.1,70.22,15.14,36.122,57.54,52.14,244,23.85,40.01,160,33.53,139,59.42,114.8,8.299,257.3,10.045,56.116,116.8,38.89,27.70292419,39.35,144.7,97.93029412,156.15,87.98,96.94,44.11,53.08,357.8,74.78,21.7135956,51.92,52.98,40.8,81.457,73.26
27/08/2020,213.3,140.36,107.892,184.06,72.07,15.14,36.096,56.54,51.79,241.3,23.35,39.47,158.9,32.97,140.12,59.6,113.8,8.281,255.6,10,55.684,115.85,38.115,27.70292419,39.42,143.8,97.93029412,160.45,87.64,97.34,42.89,52.58,348,73.8,21.7135956,52.44,53.04,40.12,81.564,72.86
28/08/2020,211.8,139.76,107.005,185.72,71.49,14.98,35.996,55.03,51.32,245.3,23.335,38.24,157.7,33,139.52,59.61,113.25,8.28,253,9.926,56.266,114.3,38.16,27.70292419,39.4,144.6,97.93029412,157.8,86.28,96.6,42.3,51.86,346.8,73.94,21.7135956,52,52.62,39.84,81.618,70.9
31/08/2020,210.8,138.04,104.688,181.52,69,14.75,35.798,55.54,51.06,241.7,23.16,38.12,158.4,33.3,139.34,60.15,113.65,8.025,254.6,9.91,56.247,115.55,38.1,27.70292419,38.8,142.6,97.93029412,155.25,85.56,96.8,42.57,52.46,355,73.14,21.7135956,51.3,53.22,39.86,81.475,71.06
01/09/2020,210.8,138.64,105.774,182,69.45,14.63,35.824,55.49,50.63,244,23.5,38.42,157.1,32.95,140.1,60.13,114.85,7.961,255,9.89,57.072,115.35,37.655,27.70292419,38.67,142.9,97.93029412,154.65,85.86,97.56,42.6,52.94,354.6,77,21.7135956,51.72,54.1,39.87,79.563,70.68
02/09/2020,217.1,141.5,107.819,183.5,72,15.395,36.164,56.27,51.38,248.5,24.045,38.46,158.3,33.69,140.32,60.39,118.05,7.897,266.5,10.075,58.328,117.5,38.32,27.70292419,39.56,146.8,97.93029412,160.5,86.88,98.8,42.6,53.38,360.8,77,21.7135956,51.66,54.94,41.33,82.011,72.78
03/09/2020,212.4,137.32,105.756,181.8,71.41,15.27,36.382,55.22,51.83,246.8,22.885,38.18,151.55,32.72,142.76,60.8,115.6,7.883,266,10.12,57.634,114.4,36.38,27.70292419,38.86,144.4,97.93029412,159.7,86.8,99.5,40.1,52,326.2,75.08,21.7135956,52,52.5,42.23,83.119,71.52
04/09/2020,207.4,132.86,104.724,178.68,69.93,14.975,36.499,54.28,52.12,241.3,22.78,37.68,148.7,31.29,143,61.38,115.3,8.136,262.7,9.792,53.959,113.55,36.69,27.70292419,38.13,140,97.93029412,158.95,85.36,96.92,39.54,52.72,324.4,71.74,21.7135956,52.28,52.76,43.3,84.084,70.66
07/09/2020,213.2,136.82,106.136,182.02,73.73,15.175,37.859,55.51,53.17,245.5,23.51,37.6,150.7,31.99,149.78,62.58,118.15,8.065,263.1,9.944,55.591,115.6,37.265,27.70292419,38.52,143,97.93029412,164.65,86.6,97.74,41.04,53.64,339.8,74,21.7135956,53.96,52.9,43.65,85.013,71.14
08/09/2020,207.7,133.44,104.489,179.52,70.8,14.985,38.258,55.01,53.97,243.3,23.065,38.27,149.15,31.63,151.16,63.17,117.8,7.866,260,9.824,55.234,114.15,37.615,27.70292419,38.02,142.4,97.93029412,161.7,85.28,96.94,41.08,52.8,323.6,73.44,21.7135956,54.64,54,43.65,83.887,70.66
09/09/2020,211.5,137.52,106.932,183.9,69.35,15.405,38.942,55.6,54.73,253.6,23.96,38.97,151.6,32.17,151.32,63.74,120.45,8.012,266.9,10.05,56.509,116.6,38.415,27.70292419,38.46,146.8,97.93029412,157.15,87.76,99.26,41.79,54.24,331.6,72.72,21.7135956,54.4,54.08,43.49,83.44,71.9
10/09/2020,211.9,136.02,106.462,183.16,69.2,15.355,39.047,55.1,54.51,247.6,23.87,38.65,150.9,32.16,150.96,63.74,120.2,7.995,272,10.01,56.903,116.5,38.165,27.70292419,38.49,143.8,97.93029412,157.25,90.68,98.92,42,54.22,328.6,72.54,21.7135956,54.5,54.6,42.5,84.691,72.16
11/09/2020,211.7,135.5,106.045,183.02,68.78,15.3,39.072,55.39,54.87,247.2,23.89,38.63,153.55,32,149.84,64.31,122,7.812,273.3,9.9,57.109,116.8,37.94,27.70292419,38.56,143.2,97.93029412,156.85,90.52,98.32,42.21,54.8,328.6,72.28,21.7135956,54.62,54.76,42.98,83.333,72.24
14/09/2020,212.3,135.56,105.756,182.58,71.24,15.245,38.757,55.31,55.23,244.7,24.67,38.44,151.55,31.49,148.42,64.12,123.15,7.901,275.8,9.812,56.584,116.95,37.64,27.70292419,38.44,142.1,97.93029412,158.95,90.16,97.84,42.15,55.08,328.2,73.42,21.7135956,54.24,54.58,43.7,85.585,72.1
15/09/2020,213.3,135.28,105.81,182.8,69.4,15.25,38.615,56.82,54.91,244.5,24.4,38.68,150.6,31.43,148.34,64.32,122.6,7.712,279,9.832,56.434,117.45,38,27.70292419,38.89,139.7,97.93029412,156.7,91.04,98.46,42.4,55.08,330.2,74.48,21.7135956,53.86,55.38,44.19,84.638,72.56
16/09/2020,211.4,135.96,107.421,181.8,70.74,15.23,38.858,56.46,55.06,244.5,24.445,39.4,148.35,31.56,148.66,64.71,124.3,7.866,282.9,9.85,56.659,118.25,37.735,27.70292419,39.82,138.2,97.93029412,159.45,90.52,97.92,42.5,57.04,338.4,75.54,21.7135956,53.8,56.04,44.4,84.959,72.22
17/09/2020,210.6,135.52,107.747,179.36,71.07,15.19,38.95,56.72,55.15,240.1,24.085,39.55,147.65,30.96,147.64,64.81,124.05,7.781,279.5,9.754,56.584,117.85,38,27.70292419,40.1,134.5,97.93029412,158.6,90.56,97.88,42.45,56.88,333.6,75.36,21.7135956,53.06,55.7,44.6,83.708,72.68
18/09/2020,209,135.5,106.48,178.46,68.74,14.94,38.178,57.22,54.19,240.6,23.915,39.39,148,30.75,141.98,63.74,126.75,7.672,279.6,9.686,56.922,119.2,38.4,27.70292419,39.44,131.6,97.93029412,154.25,89.5,95.54,42.55,56.28,344.2,77.46,21.7135956,50.88,54,46.83,80.403,72.46
21/09/2020,200.1,131,101.52,168.82,64.01,14.5,36.503,53.86,50.62,223.4,22.975,37.7,147.2,30.21,133.6,60.49,124,7,271.2,9.38,54.653,118.15,37.225,27.70292419,37.88,126.6,97.93029412,141.95,86.96,93.36,42.12,54.22,338.4,75.34,21.7135956,48.87,49.76,43.72,75.561,69.64
22/09/2020,202,132.5,102.298,165.58,62.5,14.455,36.709,53.86,50.47,221.2,23.38,38.02,150.35,30.3,134.82,60.58,123.8,6.934,271.8,9.3,54.728,117.35,37.45,27.70292419,37.96,126.4,97.93029412,141.25,87.78,94.08,42.74,54.24,340.6,76,21.7135956,49.27,50.64,44.24,76.526,71.1
23/09/2020,202.9,132,101.683,163.06,61.72,14.39,37.179,54.96,50.28,220.4,23.45,38.54,148.9,31.23,135.48,60.96,124.7,6.956,283.8,9.372,54.372,118.75,37.66,27.70292419,38.33,126.9,97.93029412,138.75,88.92,94.84,43.42,54.44,341,78.06,21.7135956,49.5,50.6,43.75,78.009,71.72
24/09/2020,200.5,131.96,102.733,164.38,59.65,14.32,37.343,54.41,49.985,218.4,23.45,38.28,147.7,31.22,136.54,60.64,123.7,6.947,278,9.334,54.484,118.25,37.25,27.70292419,38.35,127.5,97.93029412,135.45,87.96,93.04,43.58,54.48,333,75.18,21.7135956,49.69,50,43.71,79.331,71.3
25/09/2020,198.15,129.96,101.085,161.98,59.95,14.19,37.091,53.47,49.53,214.8,22.97,38.17,147,31.38,133.3,59.06,124,6.774,278.5,9.282,53.978,117.75,37.1,27.70292419,37.83,127.8,97.93029412,136.2,86.5,92.22,44.45,54.26,344,76.24,21.7135956,48.9,50.06,44.23,79.402,71.52
28/09/2020,204.1,134.66,109.96,166.84,62.4,14.34,38.51,54.21,51.82,222.4,23.905,39.23,152.1,31.37,138.2,61.73,125,7.272,283.7,9.392,54.578,117.5,38,27.70292419,38.9,132,97.93029412,142,87.76,95.42,44.21,55.38,346.8,77.46,21.21,51.08,52.18,45.03,82.708,72.3
29/09/2020,202.3,134.16,108.64,164.88,62.46,14.275,38.354,53.51,52.34,218.1,24.185,39.48,151.2,32,138.74,62,125.2,7.074,281.2,9.39,54.672,118.65,38.215,27.70292419,38.65,131.2,97.93029412,141.95,89.34,96.64,44.35,54.6,351.4,78.12,22,50.82,52.08,45.63,82.315,72.4
30/09/2020,201.9,132.76,107.88,163.62,62.12,14.29,38.644,53.31,51.98,216.6,24.115,38.9,149.8,31.98,137.4,61.99,124.55,7.19,276.1,9.428,54.916,118,38.3,27.70292419,38.83,132.2,97.93029412,142,89.32,97,44.3,54.3,350.4,79.9,23,50.9,52.32,42.35,82.619,72.02
01/10/2020,201.4,133.74,106.66,162.18,64.84,14.47,39.24,46.34,51.37,215.6,25.945,39.27,148.2,32.87,134.3,62.66,125.95,7.1,278.9,9.528,55.628,118.75,38.48,27.70292419,38.67,131.4,97.93029412,144.3,89.84,97.34,44.75,54.9,360.6,82.58,22.61,51.3,51.28,42.45,85.138,71.24
02/10/2020,199.65,132.76,105.88,162.8,64.6,14.51,39.244,44.935,52.03,216.2,25.42,39.23,148.35,33.49,132,62.36,127,7.196,276.9,9.694,55.366,119.35,37.06,27.70292419,38.1,133.9,97.93029412,141.75,89.88,97.16,44.2,54.72,364.2,80.28,22.42,50.18,51.74,43.39,85.996,70.62
05/10/2020,199.5,132.4,107.32,166.52,65.84,14.69,40.151,46.77,53.34,221.9,25.71,39.52,149,33,134.7,64.03,128.45,7.36,273.5,9.718,55.591,119.75,37.09,27.70292419,38.82,139,97.93029412,145.3,91,96.7,45.12,55.28,377.4,82.5,21.75,49.9,52.66,43.68,87.836,72.04
06/10/2020,200.4,131.46,108.92,169.02,67.82,14.7,40.403,46.3,53.95,221.8,25.75,39.67,150.5,32.82,137.48,64.85,128.35,7.78,276.2,9.768,55.141,115.1,37.48,27.70292419,39.16,136,97.93029412,152.05,90.98,97.2,45.78,54.66,369,79.9,21.01,50.38,53.66,43.67,88.961,73.28
07/10/2020,201.9,130.38,109.24,166.64,66.72,14.465,41.209,45.3,55.68,217.1,26.3,41.22,145.8,33.24,138.92,65.74,129.3,7.8,277.1,9.716,54.859,116.9,37.265,27.70292419,38.57,133,97.93029412,151.5,91.52,96.36,46.3,55.32,372.4,80.88,21,50.5,54.9,44.94,90.989,73.04
08/10/2020,202.4,132.34,110.84,167.68,66.88,14.45,40.982,46.315,57.2,220,26.835,40.97,148.7,33.91,137.98,65.72,130.35,7.928,277.3,9.768,55.028,116.6,37.015,27.70292419,39.3,134.9,97.93029412,156.75,92.06,96.92,46,55.38,375.8,83,20.9,50.32,56.98,45.22,91.347,73.28
09/10/2020,202.7,133.06,111.56,168.14,66.85,14.395,40.445,46.73,55.04,218.5,27.51,41.28,147.85,33.61,137.66,64.7,131,7.843,282.5,9.744,55.066,117.25,37.615,27.70292419,39.46,132.4,97.93029412,156.25,93.34,98.28,46.2,55.56,380.6,85.64,21.04,49.73,55.94,44.78,89.783,73
12/10/2020,204.5,134.38,112.44,169.84,65.92,14.49,41.141,46.36,54.72,221.3,28.085,41.3,148.15,34.02,139.4,65.09,131,7.86,286.3,9.77,55.928,119.25,37.505,27.70292419,39.38,133,97.93029412,153,92.42,98.92,46.5,55.94,385,84.88,21.35,50.04,56.54,44.74,89.229,72.46
13/10/2020,202.4,134.08,111.24,166.52,63.62,14.535,41.028,44.75,54.33,217.1,27.565,41.47,146.7,33.95,138.5,64.25,130.55,7.786,286.5,9.648,55.872,118.7,37.45,27.70292419,38.37,131,97.93029412,150.35,91.56,99.18,44.31,55.36,385.8,85.82,21.71,49.81,55.34,44.25,87.568,71.98
14/10/2020,200.7,134.32,112.4,167.02,62.1,14.475,40.524,44.325,54.47,214.4,27.81,41.95,146.85,34.39,139.18,64.08,128.35,7.74,284.8,9.754,55.553,117.85,38.345,27.70292419,37.93,131.3,97.93029412,149.55,92.68,100.25,45,56.36,382.2,84.98,21.83,49.51,54.54,44.41,88.693,72.68
15/10/2020,195.45,130.56,109.34,162.24,61.71,14.02,39.316,44.11,52.45,209.5,27.365,40.71,144.3,33.57,134.92,62.17,123.8,7.643,277,9.578,55.122,116.8,37.995,27.70292419,36.46,128.7,97.93029412,147.5,90.74,98.62,44.58,55.62,368.8,84.42,21.5,48.57,53.66,43.75,87.514,70.44
16/10/2020,199.1,132.84,110.96,163.7,64.28,14.04,41.469,44.81,53.6,210,27.61,41.27,146.6,34.01,138.28,63.12,125.2,7.865,284,9.74,54.691,117.6,38.29,27.70292419,36.53,128.8,97.93029412,153.75,91.38,100.25,44.95,55.86,373.6,84.8,21.2,49.87,55.2,44.44,90.364,71.42
19/10/2020,197.2,131,110.46,164.48,66,13.95,40.974,44.33,53.21,212.2,27.63,41.34,146.65,33.81,139.28,63.62,124.3,8,284.1,9.664,54.747,116.4,38.355,27.70292419,35.66,129.4,97.93029412,154.85,90.46,99.98,45.09,55.22,373.4,85,21.27,50.48,54.96,44.08,91.57,70.98
20/10/2020,195.4,127.54,110.74,163.62,66.91,13.68,40.864,43.62,52.93,211,27.27,41.37,141.65,33.41,138.42,64.07,124.6,8.15,281.6,9.582,54.634,115.35,37.985,27.70292419,34.65,128.8,97.93029412,159.9,90.8,100.9,44.3,54.78,384.4,84.98,20.92,49.9,54.66,43.25,91.213,67.06
21/10/2020,196.05,124.92,108.68,161.92,64,13.48,40.268,42.5,52.1,206.9,26.955,41.02,139.05,33.11,137.08,63.81,125.05,7.955,274.5,9.464,53.547,114.5,38.02,27.70292419,33.84,127.9,97.93029412,154.95,90.34,99,42.94,54.36,383.2,83.14,20.8,49.55,54.38,43.46,90.855,67
22/10/2020,194.45,124.5,109.02,161.32,64.44,13.425,40.214,42.33,51.79,208.5,26.585,40.8,138,32.68,137.6,64.01,127.95,7.957,282.1,9.44,53.303,114.5,38.3,27.70292419,33.87,129,97.93029412,158.65,90.44,98.52,42.7,54.84,394,83.84,20.41,50.04,53.98,43.6,89.783,67.24
23/10/2020,198.8,124.9,109.66,163.42,68,13.465,40.629,42.425,52.27,211.5,26.8,40.61,137.75,33.2,139.06,63.93,131.85,8.12,281.8,9.528,52.985,114.05,38.135,27.70292419,34.37,129.6,97.93029412,169.3,90.62,99.32,41.95,55.2,383.4,82.56,20.42,50.14,53.94,43.98,90.364,68.64
26/10/2020,192.15,97.5,107.52,160.54,65.76,13.25,40.264,42.555,51.2,207.2,26.415,39.64,134.2,33.09,135.64,63.21,130.85,8.04,274,9.468,52.441,112.75,37.665,27.70292419,33.86,127,97.93029412,161,88.84,99.9,41.29,53.94,379.4,82.38,19.735,48.9,52.06,42.76,87.621,68.7
27/10/2020,192.5,96.95,106.52,156.66,63.89,13.07,39.505,41.91,50.33,202.5,25.64,39.67,133.15,33.8,132,61.47,135.2,7.91,272.9,9.346,52.366,113.75,37.65,27.70292419,33.4,125.4,97.93029412,155.35,88.56,100.1,42.32,57.04,383,81.18,19.425,47.57,50.76,42.76,84.941,68.98
28/10/2020,185.85,92.24,100.1,151.9,61.67,12.815,37.141,40.705,46.945,199.95,23.69,38.13,129.95,32.01,125.52,58.06,134.75,7.759,257,8.96,50.81,110.8,36.92,27.70292419,32.37,124.9,97.93029412,150.8,85.06,93.6,41.85,55.62,381,80.86,18.63,44.93,48.47,40.18,81.171,68.08
29/10/2020,187.85,93.26,100.64,150.46,61.45,13.135,37.125,40.785,46.625,201.4,23.91,38.39,129.35,31.39,126.94,58.33,132.5,7.884,258.8,8.846,51.691,106.95,36.68,27.70292419,31.55,124.3,97.93029412,144.9,83.92,90.66,41.01,55.62,375.4,82.2,18.6,45.74,48.64,40.71,80.564,66.2
30/10/2020,188.2,91.49,100.7,151.06,62.54,13.07,37.272,40.36,47.07,200.8,23.9,38.04,126.35,31.79,125.1,58.68,127.15,7.901,255,8.952,51.391,105.85,36.855,27.70292419,31.84,124.7,97.93029412,146.55,83.52,89.9,40.77,54.88,363.4,80.18,18.8,46,49.12,40.97,81.547,65.58
02/11/2020,195.25,90.18,103.4,155.06,63.08,13.375,38.464,41.805,48.34,204.5,24.455,38.94,125.3,32.38,127.78,59.68,129.4,8.296,260,9.042,52.16,106.05,36.68,27.70292419,32.11,128,97.93029412,149.3,84.6,90.56,41.58,56.04,362,82.76,19.55,47.13,51.5,41.69,82.333,65.28
03/11/2020,200.5,93.95,106.28,161.68,66.28,13.535,39.622,41.96,49.725,211.5,25.535,39.69,126.5,32.83,131.74,62.12,133.1,8.49,267.1,9.048,52.741,106.5,37.275,27.70292419,32.42,131.5,97.93029412,157.5,85.92,91.38,42.32,57.44,367.2,84.86,19.85,48.92,52.98,42.22,83.53,66.08
04/11/2020,202,96.75,107.46,164.12,68.65,13.71,40.31,43.75,50.07,215.6,25.54,40.23,132.25,33.87,132.08,62.52,135.8,8.558,269.3,9.33,55.591,109.95,37.775,27.70292419,33.41,132.7,97.93029412,161.55,87.82,93.68,43.32,57.9,393.2,88.22,19.035,49.46,53.06,42.34,82.904,70.68
05/11/2020,213.6,98.21,110.08,166.94,70.38,13.905,41.481,43.795,50.54,208.4,26.38,41.35,134.25,34.22,135.92,64.79,136.2,8.54,275.1,9.36,55.403,110.55,38.32,27.70292419,34.14,130.5,97.93029412,166.3,88.52,93.6,43.24,60.16,404.2,87.5,20.22,50.84,53.76,42.46,84.28,71.02
06/11/2020,210.6,97.25,108.64,168.06,69.88,14.175,40.441,42.745,50.33,205.8,26.41,41.41,133.95,33.52,133.16,63.58,136.3,8.523,277.4,9.228,55.647,110,38.62,27.70292419,33.73,129.5,97.93029412,164.2,88.36,93.24,43.5,60.06,401.2,87.78,20.25,49.99,54.66,42.05,83.137,69.78
09/11/2020,221.8,98.97,116.48,186,82.73,14.69,42.56,46.175,55.73,231.8,27.35,40.5,134.95,33.16,142.32,67.63,133.25,8.889,298.8,9.328,53.228,104.85,39.18,27.70292419,37.42,140.9,97.93029412,191.5,92.12,98.44,39.07,58.98,368.2,79.38,21.17,52.84,56.26,44.22,91.481,73.22
10/11/2020,220.4,99.09,118.4,192.52,87.9,14.775,44.491,47.59,57.52,243.1,26.18,38.54,129,32.63,149.82,69.5,129,9.063,281.5,9.378,51.916,102.8,39.02,27.70292419,37.7,150.1,97.93029412,202,92.98,99.46,38.76,57.9,351.8,76.42,20.5,54.4,58.34,44.87,95.635,73.3
11/11/2020,222,101.52,117.52,190.46,86.97,14.985,44.482,48.095,56.43,233.8,26.81,38.84,132.75,34.17,150,70.34,131.8,8.941,279.3,9.48,54.597,104.5,38.935,27.70292419,37.72,145.2,97.93029412,193.15,91.62,100.75,39.99,58.52,370.2,81.38,21.47,54.44,57.7,44.81,94.876,73.18
12/11/2020,217.8,100.28,113.72,188.16,84.63,15.04,43.819,47.47,55.61,231.6,26.135,38.92,133.35,34.31,150.46,70.7,131.1,8.907,274,9.262,53.809,105.2,38.74,27.70292419,37.1,143.8,97.93029412,190.65,90.84,101.1,40.1,59.34,372.2,82.68,22.2,53.44,56.96,44.05,95.903,72.06
13/11/2020,216.6,101.22,113.04,190.94,85.61,14.915,44.071,47.69,56,234.5,26.355,38.87,136.9,34.97,150.18,70.74,131.75,8.996,270,9.33,53.772,105.05,38.955,27.70292419,37.31,146,97.93029412,193.45,90.72,101.5,40.25,60.44,377.4,82.4,22.87,54.84,58.5,43.94,95.322,71.92
16/11/2020,216.1,100.28,112.3,194.5,90,14.82,45.146,47.785,57.28,238.6,26.825,38.71,135.6,34.4,153.54,72.79,132.2,9.117,275.1,9.324,51.897,103.3,38.585,27.70292419,37.64,147.2,97.93029412,204.1,90.72,101.5,39.36,62.42,368.2,79.18,23.2,56.68,59.82,46.3,98.717,72.56
17/11/2020,213.7,98.53,111.6,198.06,90.09,14.96,45.784,47.665,57.96,242.2,26.665,38.85,133.55,33.95,153.68,72.85,131.05,9.136,277.6,9.132,52.291,103.2,37.625,27.70292419,38.1,147.8,97.93029412,205.3,89.28,100,38.83,62.6,361.8,79.12,23.47,56.8,59.94,46,99.61,71.64
18/11/2020,213.3,100,111.12,198.8,89.94,14.915,46.757,47.47,58.71,244.3,26.795,38.94,136.75,33.72,154.54,73.87,128.5,9.107,284.2,9.13,53.603,104.45,37.56,27.70292419,38,148.1,97.93029412,201.3,88.78,97.64,39.31,63.88,363.2,79.22,23.88,57.24,59.94,46.4,100.504,71.22
19/11/2020,211.6,99.42,109.8,194.84,89.41,14.85,46.229,46.395,57.78,236.1,27.06,39.1,134.8,34.06,152.52,74,128.45,8.991,282,9.05,54.334,105.2,37.275,27.70292419,37.64,144.8,97.93029412,196,87.12,97.1,40,63.24,370.2,79.18,24.19,56.52,58.38,46.19,98.717,71.24
20/11/2020,213.6,98.8,109.58,195.4,88.6,14.865,46.606,47.895,57.65,234.8,27.41,39.88,134.5,35,152.14,74.15,130,8.96,280.5,9.1,53.903,106.55,37.875,27.70292419,37.85,145.4,97.93029412,194.65,87.22,97.1,40.2,63.82,373,80.04,25.02,56.38,58.56,45.78,98.717,71.28
23/11/2020,213.1,98.28,111.68,196.6,90.23,14.76,47.009,47.61,58.38,235.2,27.6,39.13,133,34.58,150.1,73.89,129.9,9.274,280,8.984,52.61,103.55,37.655,27.70292419,37.69,144,97.93029412,196.9,87,95.48,39.81,63.4,373,79.76,25.07,56.5,59.14,46.23,100.37,71
24/11/2020,215.1,97.35,112.38,199.42,93.4,14.845,48.646,48.685,61.15,242.7,27.995,40.08,132.25,34.13,156,76.68,130.7,9.623,279.2,8.964,51.353,101.5,37.265,27.70292419,38.03,143.3,97.93029412,208.5,87.52,93.64,38.9,64.02,352.2,76.48,25.54,58.52,60.74,47.13,106.668,70.28
25/11/2020,213.5,98.68,112.36,199.2,91.61,15.095,48.193,49.145,60.21,239,28.375,40.39,134.05,34.43,152.34,75.4,129.2,9.503,273.6,9.138,52.628,102.6,37.55,27.70292419,37.66,141,97.93029412,205,89.16,95.12,39.56,63.56,355.4,76.38,25.06,57.4,61.32,46.97,105.551,69.94
26/11/2020,215.6,99.54,111.36,199.06,89.87,15.125,47.085,49.205,60.07,238.2,28.605,40.44,136.35,34.24,148.6,74.13,131.4,9.417,274.7,9.156,53.041,103.35,37.95,27.70292419,37.67,140.9,97.93029412,205.1,89.76,94.62,40.44,63.44,362.4,79.3,25.24,55.98,60.98,46.38,104.256,70.24
27/11/2020,215.5,100.14,112.68,198.14,90.07,15.155,47.504,49.51,60.92,235.8,29.605,40.58,137.05,34.87,145.92,73.09,133.4,9.484,271.2,9.14,53.022,105.35,38.34,27.70292419,38.07,139.1,97.93029412,204.4,89.86,94.9,40.67,63.86,364,80.46,24.92,55,60.5,47.45,104.479,70.82
30/11/2020,213.9,101.98,112,197.66,87.8,15.115,47.387,48.27,61.33,233.6,29.52,40.5,139.75,34.77,141.34,73.04,133.85,9.343,267.3,9.076,53.884,105,38.55,27.70292419,37.5,140.3,97.93029412,197.95,90.24,93.74,40.41,64.06,382,84.8,24.9,53.3,59.54,46.75,102.023,70.5
01/12/2020,214.9,101.22,112.94,199.98,89.43,15.13,48.302,48.675,61.11,242.5,29.44,40.72,138.25,34.48,147.36,74.78,134.7,9.545,272.8,9.006,53.172,105.25,38.325,27.70292419,38.16,142.2,97.93029412,203.7,89.26,92.86,39.62,63.24,369.6,82.3,25,55.58,60.56,47.62,106.177,70.76
02/12/2020,209.9,101.3,112.92,199.12,91.4,15.14,48.26,47.825,60.97,243.8,29.065,40.45,139.5,35,146.78,74.33,135.2,9.53,267.8,9.118,52.591,104.5,38.4,27.70292419,37.81,142.4,97.93029412,206.3,88.36,92.28,39.52,62.64,365.8,81.22,24.8,55.34,60.68,47,104.077,69.42
03/12/2020,205.7,100.9,111.92,198.52,94.7,15.04,47.656,47.745,60.66,241.4,28.73,40.48,137.95,34.8,146.08,74.29,137.4,9.751,273.8,8.996,52.647,103.05,39.74,27.70292419,37.33,139.1,97.93029412,211.6,88.74,91.22,39.32,61.8,361.8,80.06,24.5,55.34,60.14,45.86,103.452,68.68
04/12/2020,203.5,102.78,113.3,198.58,96.26,15.21,48.864,47.78,61.04,241.5,29.57,39.65,136.55,34.25,145.42,74.95,136.65,9.742,275.3,9.014,52.291,103.25,39.775,27.70292419,37.59,138.4,97.93029412,208,89.34,91.88,39.76,62.32,361,78.78,24.9,55.88,60.2,45.84,104.524,68.32
07/12/2020,208.2,101.72,112.42,196.76,95.16,15.175,48.436,47.165,60.75,239.4,30.08,39.35,135.9,33.68,144.44,73.7,135.55,9.573,279.8,8.972,52.703,103.2,40.195,27.70292419,37.58,137.1,97.93029412,206.8,88.78,91.26,40.32,61.94,363,79.04,25.6,55,59.52,47.18,102.38,68.44
08/12/2020,205.2,102.08,114.4,195.22,94.76,15.11,48.268,47.19,61.62,238.2,29.905,39.44,137.55,33.98,144.12,73.01,136.65,9.455,280.6,9.04,53.041,106.3,40.37,27.70292419,37.54,136.7,97.93029412,205.5,89.3,91.66,42.09,62.34,368.8,78.74,25.68,54.48,60,47.46,101.889,68.32
09/12/2020,206.1,102.08,113.9,197.26,93.54,15.055,48.285,47.44,63.44,240,29.715,39.32,137.35,33.71,147.44,73.13,135.55,9.303,285,9.218,52.441,105.75,40.55,27.70292419,37.97,135.3,97.93029412,208.3,89.32,91.4,40.89,63.2,359.6,79.46,24.97,55.12,59.7,49.82,101.889,68.34
10/12/2020,206.4,101.18,113.52,197.12,93.7,14.99,47.278,47.42,64.04,239.3,29.045,39.09,137,33.6,144.4,71.36,134.8,9.107,287.6,9.134,53.322,106.15,41.14,27.70292419,37.95,135.6,97.93029412,209.5,89.86,91.14,42.29,62.82,361.6,78.88,25.5,55.04,59.06,49.85,100.057,68.32
11/12/2020,205.3,99.75,112.68,191.16,92.2,14.68,46.598,46.445,63.11,232.8,28.88,39.08,136.25,33.09,140.1,70.51,133.25,8.817,283.3,8.858,53.716,106.45,41.51,27.70292419,37.41,132.5,97.93029412,206.2,88.38,91.36,43.04,62.7,360,79.24,25.1,54,58.34,48.98,98.404,67.62
14/12/2020,205.8,99.93,112.7,191.98,91.95,14.79,47.32,47.16,63.9,238.4,29.45,39.25,138.55,33.14,139.68,71.91,135.95,8.795,287.5,8.858,54.016,106.35,40.455,27.70292419,38.02,132.1,97.93029412,206,88.56,92.24,42.79,63.34,362.6,84.52,25.65,54.02,58.54,50.54,98.27,67.78
15/12/2020,205.6,100.68,114.68,193.84,91.27,14.84,48.671,47.125,64.76,244,30.215,39.43,139.55,33.29,150.32,73.86,134.2,8.919,290.2,8.884,53.734,103.65,40.665,27.70292419,38.13,133.3,97.93029412,207.5,89.08,92.06,41.83,63.68,348.6,82.52,25.78,57,59.04,51.24,101.129,67.48
16/12/2020,206.3,102.8,115.66,198.6,90.73,15.025,49.334,49.3,64.2,249,30.49,40.94,139.15,33.8,155.6,74.43,137,8.97,290.4,9.01,54.784,105.05,41,27.70292419,38.79,134.6,97.93029412,207.9,91.36,94.82,42.3,63.66,350.6,85.06,26.18,57.96,60.24,50.32,104.033,68.92
17/12/2020,209,105,116.6,200.85,90.32,15.035,49.141,49.085,64.9,250,30.945,41.45,140.75,33.84,154.44,73.78,139.1,9.097,295,9.086,54.953,106.15,40.985,27.70292419,38.85,133.6,97.93029412,204.5,90.24,93.7,42.02,64.62,340.6,89.68,25.88,58.16,60.78,50.6,104.792,69.08
